Run,ReleaseDate,LoadDate,spots,bases,spots_with_mates,avgLength,size_MB,AssemblyName,download_path,Experiment,LibraryName,LibraryStrategy,LibrarySelection,LibrarySource,LibraryLayout,InsertSize,InsertDev,Platform,Model,SRAStudy,BioProject,Study_Pubmed_id,ProjectID,Sample,BioSample,SampleType,TaxID,ScientificName,SampleName,g1k_pop_code,source,g1k_analysis_group,Subject_ID,Sex,Disease,Tumor,Affection_Status,Analyte_Type,Histological_Type,Body_Site,CenterName,Submission,dbgap_study_accession,Consent,RunHash,ReadHash
SRR26992524,2023-11-30 02:19:48,2023-11-30 02:13:50,1816329,129492189,0,71,59,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos9/sra-pub-zq-922/SRR026/26992/SRR26992524/SRR26992524.lite.1,SRX22685526,HC0312676-TR173_SE,WGS,unspecified,METAGENOMIC,SINGLE,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP466640,PRJNA1028672,,1028672,SRS19679023,SAMN38505487,simple,646099,human metagenome,HC0312676-TR173,,,,,,,no,,,,,"SHANGHAI JIAO TONG UNIVERSITY, SCHOOL OF MEDICINE",SRA1760114,,public,879249D0D75D6FE3991622718F548F57,52C1F5D38F09EE09EF4A39309FE90BFD
SRR26992525,2023-11-30 02:21:18,2023-11-30 02:17:29,18515622,5550246264,18515622,299,1747,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos9/sra-pub-zq-922/SRR026/26992/SRR26992525/SRR26992525.lite.1,SRX22685525,HC0317109-TR432,WGS,unspecified,METAGENOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP466640,PRJNA1028672,,1028672,SRS19679022,SAMN38505491,simple,646099,human metagenome,HC0317109-TR432,,,,,,,no,,,,,"SHANGHAI JIAO TONG UNIVERSITY, SCHOOL OF MEDICINE",SRA1760114,,public,8DFF57575538B309E8C5C34DD0317AAA,198C27503F6FD7AE0BF748187421966C
SRR26992523,2023-11-30 02:19:48,2023-11-30 02:13:58,2978414,210198504,0,70,99,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos9/sra-pub-zq-922/SRR026/26992/SRR26992523/SRR26992523.lite.1,SRX22685527,R22032954-TR9_SE,WGS,unspecified,METAGENOMIC,SINGLE,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP466640,PRJNA1028672,,1028672,SRS19679024,SAMN38505488,simple,646099,human metagenome,R22032954-TR9,,,,,,,no,,,,,"SHANGHAI JIAO TONG UNIVERSITY, SCHOOL OF MEDICINE",SRA1760114,,public,9B82737767209702D72764541856AA8F,A1519A675CD3B9FF43520C75DBA2F50D
SRR26992522,2023-11-30 02:19:48,2023-11-30 02:14:05,5160676,358093560,0,69,169,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos9/sra-pub-zq-922/SRR026/26992/SRR26992522/SRR26992522.lite.1,SRX22685528,R22032955-TR12_SE,WGS,unspecified,METAGENOMIC,SINGLE,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP466640,PRJNA1028672,,1028672,SRS19679025,SAMN38505489,simple,646099,human metagenome,R22032955-TR12,,,,,,,no,,,,,"SHANGHAI JIAO TONG UNIVERSITY, SCHOOL OF MEDICINE",SRA1760114,,public,D75EFF2799C76862EA04F013F096320A,6854FEB073567EA13607C8D9E29A87EA
SRR26992526,2023-11-30 02:19:48,2023-11-30 02:14:01,1310771,299396102,1310771,228,128,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos9/sra-pub-zq-922/SRR026/26992/SRR26992526/SRR26992526.lite.1,SRX22685524,R22032957-TR23,WGS,unspecified,METAGENOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP466640,PRJNA1028672,,1028672,SRS19679021,SAMN38505490,simple,646099,human metagenome,R22032957-TR23,,,,,,,no,,,,,"SHANGHAI JIAO TONG UNIVERSITY, SCHOOL OF MEDICINE",SRA1760114,,public,0ED3DE336F391E3FD3B995F25EFDD211,52B94F7021457A1257CD4F83880A60A9
SRR26992528,2023-11-30 02:19:48,2023-11-30 02:15:14,7382000,369100000,0,50,149,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos9/sra-pub-zq-922/SRR026/26992/SRR26992528/SRR26992528.lite.1,SRX22685522,2098331054494,WGS,RANDOM,METAGENOMIC,SINGLE,0,0,ILLUMINA,NextSeq 500,SRP466640,PRJNA1028672,,1028672,SRS19679020,SAMN38505480,simple,646099,human metagenome,2098331054494,,,,,,,no,,,,,"SHANGHAI JIAO TONG UNIVERSITY, SCHOOL OF MEDICINE",SRA1760114,,public,41D9A5DA76E76EAE1357FD543CD774ED,5B177815D10AD4D4CD0D978B0E80EEAE
SRR26992527,2023-11-30 02:19:48,2023-11-30 02:15:30,14094612,704730600,0,50,312,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos9/sra-pub-zq-922/SRR026/26992/SRR26992527/SRR26992527.lite.1,SRX22685523,2180931054896,WGS,RANDOM,METAGENOMIC,SINGLE,0,0,ILLUMINA,NextSeq 500,SRP466640,PRJNA1028672,,1028672,SRS19679019,SAMN38505481,simple,646099,human metagenome,2180931054896,,,,,,,no,,,,,"SHANGHAI JIAO TONG UNIVERSITY, SCHOOL OF MEDICINE",SRA1760114,,public,6DC0366F5C066900AEB5E1B4DE0D2FF1,C1EFDC2148856CEB62460A561897A9AA
SRR26990792,2023-11-29 22:28:34,2023-11-29 22:24:47,8170466,2467480732,8170466,302,716,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos9/sra-pub-zq-922/SRR026/26990/SRR26990792/SRR26990792.lite.1,SRX22683805,K312_2,RNA-Seq,PCR,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP466640,PRJNA1028672,,1028672,SRS19677519,SAMN38503922,simple,573,Klebsiella pneumoniae,K312_2,,,,,,,no,,,,,"SHANGHAI JIAO TONG UNIVERSITY, SCHOOL OF MEDICINE",SRA1759992,,public,46A84A2FA7BD4256D9DC85FB5C3AA682,E3E500388CD07BE606FAB22D6764CD58
SRR26990791,2023-11-29 22:28:34,2023-11-29 22:24:29,8700338,2627502076,8700338,302,758,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos9/sra-pub-zq-922/SRR026/26990/SRR26990791/SRR26990791.lite.1,SRX22683806,K312qc_1,RNA-Seq,PCR,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP466640,PRJNA1028672,,1028672,SRS19677520,SAMN38503923,simple,573,Klebsiella pneumoniae,K312qc_1,,,,,,,no,,,,,"SHANGHAI JIAO TONG UNIVERSITY, SCHOOL OF MEDICINE",SRA1759992,,public,B71659516052C5B9659755E921AB6D09,E52FC5A628EA1ADD9222FE985C0752E3
SRR26990790,2023-11-29 22:25:23,2023-11-29 22:23:32,6902808,2084648016,6902808,302,600,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos9/sra-pub-zq-922/SRR026/26990/SRR26990790/SRR26990790.lite.1,SRX22683807,K312qc_2,RNA-Seq,PCR,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP466640,PRJNA1028672,,1028672,SRS19677521,SAMN38503924,simple,573,Klebsiella pneumoniae,K312qc_2,,,,,,,no,,,,,"SHANGHAI JIAO TONG UNIVERSITY, SCHOOL OF MEDICINE",SRA1759992,,public,367C62B86287ECDA0A47E6A24E539DF2,C4A6D10A73D4999D01F1CB6E7C943A0E
SRR26402145,2023-10-16 22:17:12,2023-10-16 22:15:02,4002008,1200602400,4002008,300,391,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos1/sra-pub-zq-38/SRR026/26402/SRR26402145/SRR26402145.lite.1,SRX22108202,20-682,WGS,PCR,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP466640,PRJNA1028672,,1028672,SRS19173093,SAMN37851138,simple,573,Klebsiella pneumoniae,20-682,,,,,,,no,,,,,"SHANGHAI JIAO TONG UNIVERSITY, SCHOOL OF MEDICINE",SRA1733024,,public,BAF7828F63C7ABDB1E93622FF7C43AFE,F4B4F1BD604AE20C5672097CBD627E18
SRR26402144,2023-10-16 22:17:12,2023-10-16 22:15:06,4205492,1261647600,4205492,300,409,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos1/sra-pub-zq-38/SRR026/26402/SRR26402144/SRR26402144.lite.1,SRX22108203,20-688,WGS,PCR,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP466640,PRJNA1028672,,1028672,SRS19173094,SAMN37851139,simple,573,Klebsiella pneumoniae,20-688,,,,,,,no,,,,,"SHANGHAI JIAO TONG UNIVERSITY, SCHOOL OF MEDICINE",SRA1733024,,public,3D37101DF8FB03848D5138AB55F2EEC1,62555CDB3E8B428E6BFE977BF9EEA849
SRR26402143,2023-10-16 22:17:12,2023-10-16 22:15:03,3974542,1192362600,3974542,300,387,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos1/sra-pub-zq-38/SRR026/26402/SRR26402143/SRR26402143.lite.1,SRX22108204,20-692,WGS,PCR,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP466640,PRJNA1028672,,1028672,SRS19173095,SAMN37851140,simple,573,Klebsiella pneumoniae,20-692,,,,,,,no,,,,,"SHANGHAI JIAO TONG UNIVERSITY, SCHOOL OF MEDICINE",SRA1733024,,public,DA4DBEB53BD37F690B7AE7F0A2487732,3053C6A47BE3BAF369037CADA769C885
SRR26402142,2023-10-16 22:17:12,2023-10-16 22:14:34,3605181,1081554300,3605181,300,352,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos1/sra-pub-zq-38/SRR026/26402/SRR26402142/SRR26402142.lite.1,SRX22108205,20-693,WGS,PCR,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP466640,PRJNA1028672,,1028672,SRS19173096,SAMN37851141,simple,573,Klebsiella pneumoniae,20-693,,,,,,,no,,,,,"SHANGHAI JIAO TONG UNIVERSITY, SCHOOL OF MEDICINE",SRA1733024,,public,9DB5467E805D3C328343F4E88DC6F8CC,6008010D35D1978236D7B33588E8BBAE
SRR26990793,2023-11-29 22:28:33,2023-11-29 22:24:13,8481649,2561457998,8481649,302,740,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos9/sra-pub-zq-922/SRR026/26990/SRR26990793/SRR26990793.lite.1,SRX22683804,K312_1,RNA-Seq,PCR,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP466640,PRJNA1028672,,1028672,SRS19677518,SAMN38503921,simple,573,Klebsiella pneumoniae,K312_1,,,,,,,no,,,,,"SHANGHAI JIAO TONG UNIVERSITY, SCHOOL OF MEDICINE",SRA1759992,,public,5478822FF3784D0012C8984082B7FAEC,E75189412261BABA7B233B8A84128963
SRR26402150,2023-10-16 22:22:08,2023-10-16 22:18:35,1667019,499998120,1667019,299,158,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos1/sra-pub-zq-38/SRR026/26402/SRR26402150/SRR26402150.lite.1,SRX22108197,16-406-1,WGS,PCR,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP466640,PRJNA1028672,,1028672,SRS19173088,SAMN37850702,simple,573,Klebsiella pneumoniae,16-406-1,,,,,,,no,,,,,"SHANGHAI JIAO TONG UNIVERSITY, SCHOOL OF MEDICINE",SRA1733024,,public,3922A58A3FDFE0758CC62BF20BF37FDB,285A65F7D35C3509EC7BA973C0381CE7
SRR26402149,2023-10-16 22:17:12,2023-10-16 22:14:58,3308002,992400600,3308002,300,326,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos1/sra-pub-zq-38/SRR026/26402/SRR26402149/SRR26402149.lite.1,SRX22108198,20-651,WGS,PCR,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP466640,PRJNA1028672,,1028672,SRS19173089,SAMN37851134,simple,573,Klebsiella pneumoniae,20-651,,,,,,,no,,,,,"SHANGHAI JIAO TONG UNIVERSITY, SCHOOL OF MEDICINE",SRA1733024,,public,29D296B5DF543519C77B545FEF98F004,7CC56C53F3C618B97E8F9D0492C1743F
SRR26402148,2023-10-16 22:17:12,2023-10-16 22:14:42,3428955,1028686500,3428955,300,338,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos1/sra-pub-zq-38/SRR026/26402/SRR26402148/SRR26402148.lite.1,SRX22108199,20-665,WGS,PCR,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP466640,PRJNA1028672,,1028672,SRS19173090,SAMN37851135,simple,573,Klebsiella pneumoniae,20-665,,,,,,,no,,,,,"SHANGHAI JIAO TONG UNIVERSITY, SCHOOL OF MEDICINE",SRA1733024,,public,F24DCB08D6DFF5C8E5968BBECF9F7B79,C853B764DA5694B8BB68335D30115E43
SRR26402147,2023-10-16 22:17:12,2023-10-16 22:15:05,3941405,1182421500,3941405,300,386,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos1/sra-pub-zq-38/SRR026/26402/SRR26402147/SRR26402147.lite.1,SRX22108200,20-674,WGS,PCR,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP466640,PRJNA1028672,,1028672,SRS19173091,SAMN37851136,simple,573,Klebsiella pneumoniae,20-674,,,,,,,no,,,,,"SHANGHAI JIAO TONG UNIVERSITY, SCHOOL OF MEDICINE",SRA1733024,,public,F4408A565C688B0E740AF0197EB51669,94D1AE68D1E3CFB7C039025A293B485F
SRR26402146,2023-10-16 22:17:12,2023-10-16 22:14:44,4463358,1339007400,4463358,300,434,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos1/sra-pub-zq-38/SRR026/26402/SRR26402146/SRR26402146.lite.1,SRX22108201,20-678,WGS,PCR,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP466640,PRJNA1028672,,1028672,SRS19173092,SAMN37851137,simple,573,Klebsiella pneumoniae,20-678,,,,,,,no,,,,,"SHANGHAI JIAO TONG UNIVERSITY, SCHOOL OF MEDICINE",SRA1733024,,public,1AD3B08D9E24D037E5555AEE4D9746A7,84ED60C5FCBA1D3507ABFEE5124FC015
SRR26402155,2023-10-16 22:17:12,2023-10-16 22:14:57,3790451,1137135300,3790451,300,372,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos1/sra-pub-zq-38/SRR026/26402/SRR26402155/SRR26402155.lite.1,SRX22108192,20-626,WGS,PCR,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP466640,PRJNA1028672,,1028672,SRS19173083,SAMN37851129,simple,573,Klebsiella pneumoniae,20-626,,,,,,,no,,,,,"SHANGHAI JIAO TONG UNIVERSITY, SCHOOL OF MEDICINE",SRA1733024,,public,9F229358E7226664DE4F50C10A7A4DFF,68A3E9123971A195CB197125266BFFBD
SRR26402154,2023-10-16 22:17:12,2023-10-16 22:14:43,4094952,1228485600,4094952,300,396,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos1/sra-pub-zq-38/SRR026/26402/SRR26402154/SRR26402154.lite.1,SRX22108193,20-633,WGS,PCR,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP466640,PRJNA1028672,,1028672,SRS19173084,SAMN37851130,simple,573,Klebsiella pneumoniae,20-633,,,,,,,no,,,,,"SHANGHAI JIAO TONG UNIVERSITY, SCHOOL OF MEDICINE",SRA1733024,,public,9E210968D2234BB6A80BC55982918F90,42604CBEA022C74DA32B6A662E02C2DC
SRR26402153,2023-10-16 22:16:06,2023-10-16 22:14:17,3411518,1023455400,3411518,300,334,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos1/sra-pub-zq-38/SRR026/26402/SRR26402153/SRR26402153.lite.1,SRX22108194,20-642,WGS,PCR,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP466640,PRJNA1028672,,1028672,SRS19173085,SAMN37851131,simple,573,Klebsiella pneumoniae,20-642,,,,,,,no,,,,,"SHANGHAI JIAO TONG UNIVERSITY, SCHOOL OF MEDICINE",SRA1733024,,public,B904B8AFFD535D5414E0687E21F54FB9,9B6BEFD9A252FADB369F62A0811ABCC0
SRR26402152,2023-10-16 22:17:12,2023-10-16 22:15:09,7424975,2227492500,7424975,300,733,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos1/sra-pub-zq-38/SRR026/26402/SRR26402152/SRR26402152.lite.1,SRX22108195,20-649,WGS,PCR,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP466640,PRJNA1028672,,1028672,SRS19173086,SAMN37851132,simple,573,Klebsiella pneumoniae,20-649,,,,,,,no,,,,,"SHANGHAI JIAO TONG UNIVERSITY, SCHOOL OF MEDICINE",SRA1733024,,public,AC1E3433055DE52B119539372AD75897,DCC3A5D09FCAFAD25A0F0D6CCFCDC797
SRR26402151,2023-10-16 22:17:12,2023-10-16 22:14:49,3447815,1034344500,3447815,300,336,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos1/sra-pub-zq-38/SRR026/26402/SRR26402151/SRR26402151.lite.1,SRX22108196,20-650,WGS,PCR,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP466640,PRJNA1028672,,1028672,SRS19173087,SAMN37851133,simple,573,Klebsiella pneumoniae,20-650,,,,,,,no,,,,,"SHANGHAI JIAO TONG UNIVERSITY, SCHOOL OF MEDICINE",SRA1733024,,public,0D7419C8244004DD9C6DE6860F103A02,329CFB26813523F75EB947FAB48DE320
SRR26402160,2023-10-16 22:17:12,2023-10-16 22:15:29,5919795,1775938500,5919795,300,555,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos1/sra-pub-zq-38/SRR026/26402/SRR26402160/SRR26402160.lite.1,SRX22108187,20-39,WGS,PCR,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP466640,PRJNA1028672,,1028672,SRS19173078,SAMN37851066,simple,573,Klebsiella pneumoniae,20-39,,,,,,,no,,,,,"SHANGHAI JIAO TONG UNIVERSITY, SCHOOL OF MEDICINE",SRA1733024,,public,A160475A0A2EA19F3030CEA3585ABE3F,D2D642486F3FCC3A53462F6CA03BFB4A
SRR26402159,2023-10-16 22:17:12,2023-10-16 22:14:38,5343062,1602918600,5343062,300,493,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos1/sra-pub-zq-38/SRR026/26402/SRR26402159/SRR26402159.lite.1,SRX22108188,20-45,WGS,PCR,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP466640,PRJNA1028672,,1028672,SRS19173079,SAMN37851067,simple,573,Klebsiella pneumoniae,20-45,,,,,,,no,,,,,"SHANGHAI JIAO TONG UNIVERSITY, SCHOOL OF MEDICINE",SRA1733024,,public,DA6C5893CD09C7951CF2078526109F57,607145B68D22278B7B28031DD8EB5C4B
SRR26402158,2023-10-16 22:17:12,2023-10-16 22:14:33,4958145,1487443500,4958145,300,457,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos1/sra-pub-zq-38/SRR026/26402/SRR26402158/SRR26402158.lite.1,SRX22108189,20-46,WGS,PCR,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP466640,PRJNA1028672,,1028672,SRS19173080,SAMN37851068,simple,573,Klebsiella pneumoniae,20-46,,,,,,,no,,,,,"SHANGHAI JIAO TONG UNIVERSITY, SCHOOL OF MEDICINE",SRA1733024,,public,A9781F85AACC149982D5304564049DF8,F6F7DAD7FD15FAED762E4FB14BC572F1
